row,supplier_name,product_name,source_url,http_status,csv_price,page_price,regular_price,price_status,variant_used,variant_table,csv_material,page_material_text,page_material,csv_warranty,page_warranty,ex_vat,material_status
29,Tekkashop,Tekkashop HTGV7061 Ghế văn phòng chân xoay lưng lưới cao cấp,https://tekkashop.com.vn/collections/ghế-văn-phòng/products/tekkashop-htgv7061-ghế-văn-phòng-chân-xoay-lưng-lưới-cao-cấp,200,1480000,1480000,2470000,ok,,,luoi_nhua,Lưng ghế lưới thoáng khí,luoi_nhua,,,False,ok
30,Tekkashop,Tekkashop HTGV8007 Ghế phòng họp chân quỳ lưng nhựa PP bọc lưới,https://tekkashop.com.vn/collections/ghế-văn-phòng/products/tekkashop-htgv8007-ghế-phòng-họp-chân-quỳ-lưng-nhựa-pp-bọc-lưới,200,1080000,1080000,1800000,ok,,,vai_boc,"Tựa lưng nhựa PP, nệm ngồi bọc vải, tay vịn nhựa cố định, chân thép sơn tĩnh điện",vai_boc,,,False,ok
31,Ngoc Tin,Kệ Hồ Sơ Văn Phòng NTKHSVP9094,https://kesatngoctin.com/san-pham/gia-de-ho-so,200,899999,899999,,ok,,,,"cho đến hoàn thành sản phẩm trải qua sự giám sát chặt chẽ, tuân thủ đúng theo nguyên tắc đảm bảo cho chất lượng sản phẩm là tốt nhất",,,,False,ok
32,Ngoc Tin,Kệ hồ sơ 5 Tầng NTKSVL56 Dài 1m x Rộng 0.3m x Cao 2m,https://kesatngoctin.com/san-pham/ke-sat-v-lo-5-tang-de-tai-lieu-ntksvl56,200,1090000,1090000,,ok,,,kim_loai,"sắt thép cao cấp , sản xuất tại Việt Nam theo tiêu chuẩn TCVN 1651-2008 , đảm bảo chất lượng",kim_loai,,,False,ok
33,Ngoc Tin,Kệ Hồ Sơ Văn Phòng NTKHSVP9103,https://kesatngoctin.com/san-pham/ke-ho-so-van-phong-gia-re-ntkhsvp9103,200,,,,ok,,,kim_loai,"sắt thép cao cấp, sơn tĩnh điện giúp chống gỉ sét, chịu lực tốt và có độ bền cao",kim_loai,,,False,ok
34,Ngoc Tin,Kệ hồ sơ văn phòng NTKHSVP9097,https://kesatngoctin.com/san-pham/ke-sat-van-phong-05,200,1265000,1265000,,ok,,,,,,,,False,ok
35,Ngoc Tin,Kệ hồ sơ văn phòng NTKHSVP9099,https://kesatngoctin.com/san-pham/ke-sat-van-phong-04,200,1265000,1265000,,ok,,,kim_loai,"sắt cao cấp, sơn tĩnh điện, đảm bảo độ bền cao, chịu lực tốt, chống trầy xước và dễ dàng vệ sinh",kim_loai,,,False,ok
36,Ngoc Tin,Kệ Hồ Sơ Văn Phòng NTKHSVP9092,https://kesatngoctin.com/san-pham/ke-de-ho-so,200,899000,899000,,ok,,,kim_loai,"sắt cao cấp, phủ sơn tĩnh điện giúp chống gỉ sét, tăng độ bền và tuổi thọ cho sản phẩm",kim_loai,,,False,ok
37,Gia Ke De Hang Pro,kệ để đồ  ( dài 80cm x sâu 40cm x cao 100cm ) 3 tầng,https://giakedehangpro.com/ke-de-do-dai-80cm-x-sau-40cm-x-cao-100cm-3-tang,200,450000,450000,530000,ok,,,kim_loai,"Sắt 100% ,sơn tĩnh điện toàn phần, lắp ghép",kim_loai,12,12,False,ok
38,Gia Ke De Hang Pro,"Kệ để hàng đa năng v lỗ 4 tầng - Để đựng Hàng hóa, Đồ dùng, Rượu (DxRxC 1m x 0.4m x 1m)",https://giakedehangpro.com/ke-de-ruou-dai-1m-x-sau-0-4m-x-cao-1m-4-tang,200,600000,600000,700000,ok,,,kim_loai,"Sắt 100%, sơn tĩnh điện toàn phần, lắp ghép",kim_loai,12,12,True,ok
39,Gia Ke De Hang Pro,kệ giày dép ( dài 1m x sâu 0.4m x cao 1m ) 4 tầng,https://giakedehangpro.com/ke-giay-dep-dai-1m-x-sau-0-4m-x-cao-1m-4-tang,200,600000,600000,700000,ok,,,kim_loai,"Sắt 100% ,sơn tĩnh điện toàn phần, lắp ghép",kim_loai,12,12,False,ok
40,Gia Ke De Hang Pro,Giá kệ  trưng bày tạp hóa,https://giakedehangpro.com/gia-ke-trung-bay-tap-hoa,200,620000,620000,720000,ok,,,kim_loai,"Sắt 100% ,sơn tĩnh điện toàn phần, lắp ghép",kim_loai,12,12,False,ok
41,Gia Ke De Hang Pro,Giá kệ kho lắp ghép,https://giakedehangpro.com/gia-ke-kho-lap-ghep,200,630000,630000,730000,ok,,,kim_loai,"Sắt 100% ,sơn tĩnh điện toàn phần, lắp ghép",kim_loai,12,12,False,ok
42,Gia Ke De Hang Pro,tủ sắt locket 4 ô,https://giakedehangpro.com/tu-sat-locket-4-o,200,1050000,1050000,1200000,ok,,,kim_loai,"Sắt sơn tĩnh điện toàn phần, hàn cứng nguyên khối",kim_loai,12,12,True,ok
43,Tekkashop,"Tekkashop HTGVB2312 Ghế văn phòng chân xoay, lưng lưới xanh lá phối nệm đen",https://tekkashop.com.vn/collections/ghế-văn-phòng/products/tekkashop-htgvb2312-ghế-văn-phòng-chân-xoay-lưng-lưới-xanh-lá-phối-nệm-đen,200,1820000,1820000,3040000,ok,,,luoi_nhua,"Lưng ghế lưới thoáng khí, nệm ngồi bọc vải, khung nhựa chịu lực, tay vịn 3D điều chỉnh, ben hơi nâng hạ, chân nhựa nylon 5 cánh có bánh xe",luoi_nhua,,,False,ok
44,Tekkashop,Tekkashop HTGV2312 Ghế văn phòng công thái học lưng lưới chân xoay,https://tekkashop.com.vn/collections/ghế-văn-phòng/products/tekkashop-htgv2312-ghế-văn-phòng-công-thái-học-lưng-lưới-chân-xoay,200,1660000,1660000,2770000,ok,,,luoi_nhua,"Lưng ghế lưới thoáng khí, nệm ngồi bọc vải, khung nhựa chịu lực, tay vịn 3D điều chỉnh, ben hơi nâng hạ, chân nhựa nylon 5 cánh có bánh xe",luoi_nhua,,,False,ok
45,Tekkashop,Tekkashop HTGV2312 Ghế văn phòng công thái học có tựa đầu lưng lưới,https://tekkashop.com.vn/collections/ghế-văn-phòng/products/tekkashop-htgv2312-ghế-văn-phòng-công-thái-học-có-tựa-đầu-lưng-lưới,200,1860000,1860000,3100000,ok,,,luoi_nhua,"Lưng ghế lưới thoáng khí, nệm ngồi bọc vải, khung nhựa chịu lực, tay vịn 3D điều chỉnh, ben hơi nâng hạ, chân nhựa nylon 5 cánh có bánh xe",luoi_nhua,,,False,ok
46,Tekkashop,"Tekkashop HTGV2211 Ghế văn phòng kiểu dáng công thái học lưng lưới có tựa đầu, gác chân",https://tekkashop.com.vn/collections/ghế-văn-phòng/products/tekkashop-htgv2211-ghế-văn-phòng-kiểu-dáng-công-thái-học-lưng-lưới-có-tựa-đầu-gác-chân,200,5440000,5440000,9070000,ok,,,luoi_nhua,"Lưng ghế lưới thoáng khí, nệm ngồi bọc vải, khung nhựa chịu lực, tay vịn 3D điều chỉnh, ben hơi nâng hạ, chân nhựa nylon 5 cánh có bánh xe",luoi_nhua,,,False,ok
47,Tekkashop,"Tekkashop HTGV2211 Ghế văn phòng công thái học lưng lưới có tựa đầu, gác chân",https://tekkashop.com.vn/collections/ghế-văn-phòng/products/tekkashop-htgv2211-ghế-văn-phòng-công-thái-học-lưng-lưới-có-tựa-đầu-gác-chân,200,5730000,5730000,9550000,ok,,,luoi_nhua,"Lưng ghế lưới thoáng khí, nệm ngồi bọc vải, khung nhựa chịu lực, tay vịn 3D điều chỉnh, ben hơi nâng hạ, chân nhựa nylon 5 cánh có bánh xe",luoi_nhua,,,False,ok
48,Tekkashop,Tekkashop HTGV2201 Ghế phòng họp thiết kế công thái học lưng lưới chân quỳ,https://tekkashop.com.vn/collections/ghế-văn-phòng/products/tekkashop-htgv2201-ghế-phòng-họp-thiết-kế-công-thái-học-lưng-lưới-chân-quỳ,200,1560000,1560000,2600000,ok,,,luoi_nhua,"Lưng ghế lưới thoáng khí, nệm ngồi bọc vải, khung nhựa chịu lực, tay vịn nhựa cố định, chân thép sơn tĩnh điện",luoi_nhua,,,False,ok
49,Tekkashop,Tekkashop HTGV2201 Ghế phòng họp công thái học lưng lưới chân quỳ,https://tekkashop.com.vn/collections/ghế-văn-phòng/products/tekkashop-htgv2201-ghế-phòng-họp-công-thái-học-lưng-lưới-chân-quỳ,200,2080000,2080000,3470000,ok,,,luoi_nhua,"Lưng ghế lưới thoáng khí, nệm ngồi bọc vải, khung nhựa chịu lực, tay vịn nhựa cố định, chân thép mạ chrome",luoi_nhua,,,False,ok
50,Tekkashop,Tekkashop HTGV2201 Ghế văn phòng công thái học chân xoay có tựa đầu lưng lưới,https://tekkashop.com.vn/collections/ghế-văn-phòng/products/tekkashop-htgv2201-ghế-văn-phòng-công-thái-học-chân-xoay-có-tựa-đầu-lưng-lưới,200,1860000,1860000,3100000,ok,,,luoi_nhua,"Lưng ghế lưới thoáng khí, nệm ngồi bọc vải, khung nhựa chịu lực, tay vịn điều chỉnh, ben hơi nâng hạ, chân thép mạ chrome 5 cánh có bánh xe",luoi_nhua,,,False,ok
51,Tekkashop,"Tekkashop GVVP310 Bàn làm việc 1m4 kèm hộc tủ 3 ngăn kéo, chân vuông chữ U, gỗ công nghiệp phủ Melamine, khung thép sơn tĩnh điện",https://tekkashop.com.vn/collections/bàn-làm-việc/products/tekkashop-gvvp310-bàn-làm-việc-1m4-kèm-hộc-tủ-3-ngăn-kéo-chân-vuông-chữ-u-gỗ-công-nghiệp-phủ-melamine-khung-thép-sơn-tĩnh-điện,200,2643000,2643000,4405000,ok,,,go_cong_nghiep,"Khung thép sơn tĩnh điện, mặt bàn gỗ công nghiệp phủ melamine",go_cong_nghiep,,,False,ok
52,Tekkashop,"Tekkashop GVVP280 Bàn làm việc 1m2 kèm hộc tủ 3 ngăn kéo, chân vuông chữ U, gỗ công nghiệp phủ Melamine, khung thép sơn tĩnh điện",https://tekkashop.com.vn/collections/bàn-làm-việc/products/tekkashop-gvvp280-bàn-làm-việc-1m2-kèm-hộc-tủ-3-ngăn-kéo-chân-vuông-chữ-u-gỗ-công-nghiệp-phủ-melamine-khung-thép-sơn-tĩnh-điện,200,2357000,2357000,3928000,ok,,,go_cong_nghiep,"Khung thép sơn tĩnh điện, mặt bàn gỗ công nghiệp phủ melamine",go_cong_nghiep,,,False,ok
53,Tekkashop,"Tekkashop GVVP230 Bàn làm việc 1m2 gỗ công nghiệp phủ Melamine, khung sắt sơn tĩnh điện, chân vuông chữ U màu trắng phối gỗ",https://tekkashop.com.vn/collections/bàn-làm-việc/products/tekkashop-gvvp230-bàn-làm-việc-1m2-gỗ-công-nghiệp-phủ-melamine-khung-sắt-sơn-tĩnh-điện-chân-vuông-chữ-u-màu-trắng-phối-gỗ,200,1986000,1986000,3310000,ok,,,go_cong_nghiep,Khung sắt sơn tĩnh điện,kim_loai,,,False,conflict
54,Tekkashop,"Tekkashop GVVP210 Bàn làm việc chân vuông chữ U kèm tủ treo 2 ngăn, mặt bàn gỗ công nghiệp phủ Melamine, kích thước: W1200 x D600 x H750 mm",https://tekkashop.com.vn/collections/bàn-làm-việc/products/tekkashop-gvvp210-bàn-làm-việc-chân-vuông-chữ-u-kèm-tủ-treo-2-ngăn-mặt-bàn-gỗ-công-nghiệp-phủ-melamine-kích-thước-w1200-x-d600-x-h750-mm,200,1829000,1829000,3048000,ok,,,go_cong_nghiep,Khung bàn bằng sắt sơn tĩnh điện,kim_loai,,,False,conflict
55,Tekkashop,"Tekkashop GVVP190 Bàn làm việc chân vuông chữ U, kèm tủ 2 ngăn kéo, mặt bàn gỗ công nghiệp phủ Melamine, kích thước: W1200 x D600 x H750 mm",https://tekkashop.com.vn/collections/bàn-làm-việc/products/tekkashop-gvvp190-bàn-làm-việc-chân-vuông-chữ-u-kèm-tủ-2-ngăn-kéo-mặt-bàn-gỗ-công-nghiệp-phủ-melamine-kích-thước-w1200-x-d600-x-h750-mm,200,1643000,1643000,2738000,ok,,,go_cong_nghiep,Khung bằng sắt sơn tĩnh điện,kim_loai,,,False,conflict
56,Tekkashop,"Tekkashop GVVP180 Bàn làm việc chân vuông kèm ngăn kéo có khóa, mặt bàn gỗ công nghiệp phủ Melamine, kích thước: W1200 x D600 x H750 mm",https://tekkashop.com.vn/collections/bàn-làm-việc/products/tekkashop-gvvp180-bàn-làm-việc-chân-vuông-kèm-ngăn-kéo-có-khóa-mặt-bàn-gỗ-công-nghiệp-phủ-melamine-kích-thước-w1200-x-d600-x-h750-mm,200,1314000,1314000,2523000,ok,,,go_cong_nghiep,"Khung sắt sơn tĩnh điện, mặt bàn gỗ công nghiệp phủ Melamine",go_cong_nghiep,,,False,ok
57,Tekkashop,Tekkashop HOVP321 Tủ Hồ Sơ Cá Nhân 3 Ngăn Kéo Gỗ Cao Su AA Xuất Khẩu,https://tekkashop.com.vn/collections/tủ-gỗ/products/tekkashop-hovp321-tủ-hồ-sơ-cá-nhân-3-ngăn-kéo-gỗ-cao-su-aa-xuất-khẩu,200,2750000,2750000,4590000,ok,,,go_cao_su,"Gỗ cao su AA chuẩn xuất khẩu, dày 17mm, phủ PU chống thấm",go_cao_su,,,False,ok
58,Tekkashop,Tekkashop HOVP321 Tủ Hồ Sơ Cá Nhân 3 Ngăn Kéo Gỗ Cao Su AA Màu Cánh Gián,https://tekkashop.com.vn/collections/tủ-gỗ/products/tekkashop-hovp321-tủ-hồ-sơ-cá-nhân-3-ngăn-kéo-gỗ-cao-su-aa-màu-cánh-gián,200,2750000,2750000,4590000,ok,,,go_cao_su,"Gỗ cao su AA chuẩn xuất khẩu, dày 17mm, phủ PU chống thấm",go_cao_su,,,False,ok
59,Tekkashop,Tekkashop HOVP303 Tủ Hồ Sơ Cá Nhân 1 Ngăn Kéo và 1 Ngăn Cửa Bằng Gỗ Cao Su AA Cao Cấp,https://tekkashop.com.vn/collections/tủ-gỗ/products/tekkashop-hovp303-tủ-hồ-sơ-cá-nhân-1-ngăn-kéo-và-1-ngăn-cửa-bằng-gỗ-cao-su-aa-cao-cấp,200,2600000,2600000,4340000,ok,,,go_cao_su,"Gỗ cao su AA chuẩn xuất khẩu, dày 17mm, phủ PU chống thấm",go_cao_su,,,False,ok
60,Tekkashop,"Tekkashop HOVP525 Tủ Hồ Sơ Để Đầu Bàn Gỗ Cao Su AA, Có Ngăn Để Cây Xanh",https://tekkashop.com.vn/collections/tủ-gỗ/products/tekkashop-hovp525-tủ-hồ-sơ-để-đầu-bàn-gỗ-cao-su-aa-có-ngăn-để-cây-xanh,200,4500000,4500000,7500000,ok,,,go_cao_su,"Gỗ cao su ghép tiêu chuẩn AA dày 17mm, phủ PU chống thấm",go_cao_su,,,False,ok
61,Tekkashop,Tekkashop HOVP293 Tủ Gỗ Đựng Hồ Sơ Văn Phòng W2700xD350xH1700 mm,https://tekkashop.com.vn/collections/tủ-gỗ/products/tekkashop-hovp293-tủ-gỗ-đựng-hồ-sơ-văn-phòng-w2700xd350xh1700-mm,200,25150000,25150000,41920000,ok,,,go_cao_su,"Gỗ cao su ghép tiêu chuẩn AA, cánh cửa MDF chống ẩm sơn trắng",go_cao_su,,,False,ok
